iter	Logloss
242	0.3094835779
243	0.3086341295
244	0.3079112265
245	0.3072245876
246	0.3066193246
247	0.3060977431
248	0.305652
249	0.3048593476
250	0.3042691187
251	0.3035896157
252	0.3026124766
253	0.3024378057
254	0.301525552
255	0.3009042689
256	0.3002719866
257	0.2997289501
258	0.2990637473
259	0.2986033556
260	0.297815393
261	0.2974340362
262	0.2966685773
263	0.2961709573
264	0.2954568283
265	0.294576772
266	0.2939481884
267	0.2934392895
268	0.2928379002
269	0.2922222846
270	0.291767662
271	0.2912054477
272	0.2906350426
273	0.2902110409
274	0.2897429331
275	0.2890318039
276	0.288399773
277	0.2876367608
278	0.2872266499
279	0.2864691305
280	0.2856452354
281	0.2850569587
282	0.2847499097
283	0.2843012466
284	0.284154007
285	0.2839106874
286	0.2835240221
287	0.2831742159
288	0.282398034
289	0.2818101603
290	0.281298022
291	0.2806147478
292	0.2799796334
293	0.2791164751
294	0.2784251206
295	0.2779058563
296	0.2776229308
297	0.2771167962
298	0.2764978503
299	0.276195135
300	0.2759322848
301	0.2755661048
302	0.2751806363
303	0.2745211319
304	0.2741679576
305	0.273736396
306	0.2733672697
307	0.2728118749
308	0.2726162444
309	0.2723179472
310	0.2719993124
311	0.2716673056
312	0.2713723681
313	0.2706981455
314	0.2704819486
315	0.2701261812
316	0.2699757962
317	0.2694280197
318	0.2691998979
319	0.2688223521
320	0.2682575832
321	0.2678621864
322	0.2676469393
323	0.2671507213
324	0.2667102859
325	0.266365886
326	0.2658926217
327	0.265151889
328	0.2645541827
329	0.264019825
330	0.2636389192
331	0.2631168095
332	0.2625894251
333	0.2620061489
334	0.2616792418
335	0.2610515736
336	0.2605523145
337	0.2602912452
338	0.260012279
339	0.2595066391
340	0.2592926321
341	0.2589363825
342	0.2585083167
343	0.2577618136
344	0.2573731941
345	0.2568528477
346	0.2564271332
347	0.2560223216
348	0.2555304075
349	0.2551603413
350	0.25460313
351	0.2544299101
352	0.2540734485
353	0.2538790293
354	0.2535871567
355	0.2531700029
356	0.2529880145
357	0.2525512606
358	0.2520025531
359	0.2516215653
360	0.2510605757
361	0.2509508469
362	0.2505859657
363	0.2503166091
364	0.2501483058
365	0.2496395823
366	0.2490601339
367	0.2488123
368	0.2484286216
369	0.2480683018
370	0.2475393716
371	0.2472189615
372	0.2467134495
373	0.2460871972
374	0.2456738899
375	0.245353437
376	0.2451255329
377	0.2447077399
378	0.2443402031
379	0.2438896949
380	0.2436432187
381	0.243253763
382	0.2426708988
383	0.2423245245
384	0.2418354852
385	0.2418066003
386	0.2415706147
387	0.2412427082
388	0.2407895418
389	0.2405147195
390	0.2401149573
391	0.239720549
392	0.2391406726
393	0.2387348026
394	0.2383430556
395	0.2381217458
396	0.23784381
397	0.2374920631
398	0.2370064947
399	0.2366956325
400	0.2363655161
401	0.2361713581
402	0.2357646542
403	0.2353702115
404	0.2350993572
405	0.2344768885
406	0.234258407
407	0.234146515
408	0.2338482176
409	0.2334946558
410	0.2333402384
411	0.2327695894
412	0.2324817399
413	0.2321536874
414	0.231494399
415	0.2314496503
416	0.2312392073
417	0.2310962996
418	0.2307369646
419	0.2303874886
420	0.2302297303
421	0.2301106038
422	0.2296178796
423	0.229373429
424	0.228975695
425	0.2287943188
426	0.228484752
427	0.2282972427
428	0.2281118608
429	0.2279040893
430	0.2274740538
431	0.2270170544
432	0.2263447291
433	0.2258849585
434	0.2256826267
435	0.2255214494
436	0.2252593956
437	0.2249341285
438	0.2247148819
439	0.2244656448
440	0.2241871871
441	0.2238752775
442	0.2237704552
443	0.2235220314
444	0.2231200951
445	0.2227269743
446	0.2223749254
447	0.2220780654
448	0.2215165766
449	0.2212523569
450	0.2211047812
451	0.220633891
452	0.2203389364
453	0.2198594954
454	0.2196714039
455	0.2195182339
456	0.2190231132
457	0.2188536011
458	0.218569808
459	0.2182313667
460	0.2179311749
461	0.2173251861
462	0.2171702138
463	0.217095965
464	0.2168466926
465	0.2164690333
466	0.2162546395
467	0.2159567653
468	0.2155600313
469	0.215417501
470	0.2151097036
471	0.2149367264
472	0.2145655548
473	0.2143378688
474	0.2142188795
475	0.2138491177
476	0.2136207296
477	0.2133764485
478	0.213224261
479	0.2129700035
480	0.2127849778
481	0.2126557469
482	0.2124800086
483	0.2121052274
484	0.2118648373
485	0.2117618237
486	0.2114320232
487	0.2110914997
488	0.2108720652
489	0.2105022504
490	0.2102130915
491	0.2098097995
492	0.2093246445
493	0.2088988052
494	0.2085249386
495	0.2082392225
496	0.2079955912
497	0.2078114186
498	0.2076255795
499	0.207314568
500	0.2069247529
501	0.2065006277
502	0.2063308989
503	0.2061315058
504	0.2059260381
505	0.2057333688
506	0.2054022339
507	0.2051866863
508	0.2049761164
509	0.2048820766
510	0.2044954869
511	0.2042180957
512	0.2039700238
513	0.2036367973
514	0.2035488188
515	0.2032664824
516	0.2031827933
517	0.2027037307
518	0.2026124452
519	0.2022614517
520	0.2019312634
521	0.2015970683
522	0.2014135263
523	0.2010735208
524	0.200795766
525	0.2002754691
526	0.2000593101
527	0.1997987744
528	0.1995239651
529	0.1993280773
530	0.1991398181
531	0.1989014925
532	0.1987730065
533	0.198543856
534	0.198330179
535	0.1980826017
536	0.1976865963
537	0.197479744
538	0.197421084
539	0.1972956647
540	0.1969744262
541	0.1966820908
542	0.1963489032
543	0.1961318852
544	0.1959995178
545	0.1958270708
546	0.1954697039
547	0.1951316231
548	0.194807776
549	0.1945745927
550	0.1941947511
551	0.1938157705
552	0.1935894028
553	0.1933095766
554	0.1927403953
555	0.1924373742
556	0.1922269431
557	0.1916933281
558	0.191492466
559	0.1911419666
560	0.190827572
561	0.190701108
562	0.1904297459
563	0.1901088607
564	0.1899176057
565	0.1898189001
566	0.1895785989
567	0.1892524205
568	0.1890341402
569	0.1887197609
570	0.188262875
571	0.1880505555
572	0.1879741369
573	0.1877923301
574	0.1876283711
575	0.1873035095
576	0.1872589174
577	0.1869833474
578	0.1868262286
579	0.1865669782
580	0.186461733
581	0.1862405105
582	0.1858427182
583	0.1856695995
584	0.185516457
585	0.1853167985
586	0.185182935
587	0.1849562253
588	0.1848380698
589	0.1846294637
590	0.1843762691
591	0.1841351048
592	0.1837279977
593	0.183522526
594	0.1833365296
595	0.1831741354
596	0.1828394414
597	0.1826702812
598	0.182483087
599	0.1821841474
600	0.1820583128
601	0.181964115
602	0.1816286508
603	0.1813423892
604	0.1811809267
605	0.1809755804
606	0.1807505359
607	0.1806094223
608	0.1803950659
609	0.1803004975
610	0.1801623484
611	0.1798970776
612	0.1795871721
613	0.1794565557
614	0.1791827106
615	0.1788752569
616	0.1785853003
617	0.1783781927
618	0.1780847449
619	0.1779625952
620	0.1777415731
621	0.177640834
622	0.1775677408
623	0.177394509
624	0.1772813374
625	0.1770825969
626	0.1768559436
627	0.1767816999
628	0.1764759078
629	0.1762122134
630	0.1759567572
631	0.1756757688
632	0.1754198373
633	0.1752757743
634	0.1749300989
635	0.1747817897
636	0.1746589719
637	0.1744122329
638	0.1742986375
639	0.1741688188
640	0.1741035146
641	0.1737796356
642	0.1735477657
643	0.1733966751
644	0.173326688
645	0.1731617066
646	0.1730080931
647	0.1728654926
648	0.1727177237
649	0.1724753798
650	0.1723902279
651	0.172219861
652	0.1720894268
653	0.1718063243
654	0.1715516232
655	0.1713908022
656	0.1712369199
657	0.1708622676
658	0.170766448
659	0.1704223651
660	0.1702670853
661	0.1701170263
662	0.1698625033
663	0.1696659155
664	0.1695313826
665	0.1692891083
666	0.1691087162
667	0.1690837284
668	0.1689537468
669	0.1685993572
670	0.1684513276
671	0.1682567164
672	0.1679992088
673	0.1678675116
674	0.1677643251
675	0.1675555811
676	0.1672553902
677	0.1669030017
678	0.1665472085
679	0.1662525363
680	0.1661517377
681	0.1658648607
682	0.1657583327
683	0.1656091871
684	0.165430106
685	0.1651715654
686	0.1649987742
687	0.164874245
688	0.1646676011
689	0.1643406706
690	0.1642372117
691	0.163974856
692	0.163703597
693	0.1635686327
694	0.163448779
695	0.1632637574
696	0.1631557928
697	0.1629871527
698	0.162780048
699	0.162699029
700	0.1626022906
701	0.1625187231
702	0.1623454545
703	0.1621379167
704	0.1619916801
705	0.1618258291
706	0.1615762734
707	0.1613480203
708	0.1611484394
709	0.1609821396
710	0.1607571235
711	0.1606200488
712	0.1603843161
713	0.1600734834
714	0.1599702735
715	0.1598731969
716	0.1596139409
717	0.1593921952
718	0.1593375549
719	0.159026687
720	0.1588132973
721	0.1586475926
722	0.1583541976
723	0.1582047307
724	0.1581078742
725	0.1578911619
726	0.1577192869
727	0.1575842511
728	0.157317942
729	0.1572048013
730	0.1569341905
731	0.1567582291
732	0.1565835241
733	0.156349788
734	0.1562582026
735	0.1561335139
736	0.1558675692
737	0.1556528804
738	0.155589575
739	0.155463386
740	0.155368983
741	0.1551881386
742	0.1549601854
743	0.1547407996
744	0.1544863143
745	0.1542369931
746	0.1540230684
747	0.1537463016
748	0.1536475209
749	0.1535896085
750	0.1534524897
751	0.1533624736
752	0.1531467309
753	0.1530452841
754	0.1527557174
755	0.1526968933
756	0.1524675804
757	0.1521992205
758	0.1521078719
759	0.1519948126
760	0.1518261525
761	0.1517379783
762	0.1515919183
763	0.1514752385
764	0.1512885438
765	0.1511749343
766	0.1509560638
767	0.1508390844
768	0.1506921801
769	0.1505841284
770	0.150510475
771	0.1504504358
772	0.150233455
773	0.150109429
774	0.1499374402
775	0.1496915201
776	0.1494589197
777	0.1492931226
778	0.1491863422
779	0.1490041079
780	0.1488352061
781	0.1485456496
782	0.1482994684
783	0.1480704589
784	0.1478792686
785	0.1476948971
786	0.147644513
787	0.1473791398
788	0.1471521613
789	0.1468975172
790	0.1467560941
791	0.1466216959
792	0.1465376767
793	0.1463449066
794	0.1461581273
795	0.1460473225
796	0.145905904
797	0.1457398009
798	0.145478108
799	0.1452559929
800	0.1451193539
801	0.1450001741
802	0.1448884166
803	0.1447169087
804	0.1446345592
805	0.1443337856
806	0.1441680486
807	0.1441552239
808	0.143993374
809	0.1438561176
810	0.1437483484
811	0.1436411844
812	0.1434374591
813	0.1433412846
814	0.1432031902
815	0.1430535952
816	0.1428983575
817	0.1427767187
818	0.142671696
819	0.142597792
820	0.1424333912
821	0.142123468
822	0.1419873302
823	0.1418078631
824	0.1416615984
825	0.1415201097
826	0.141422336
827	0.1413444463
828	0.1410884484
829	0.1410091952
830	0.1408943586
831	0.1408073634
832	0.1406971524
833	0.1406682905
834	0.1405633209
835	0.1404795266
836	0.1403124765
837	0.1401907222
838	0.1400617897
839	0.1398297896
840	0.1396597307
841	0.1395029487
842	0.139347406
843	0.1392283231
844	0.1390361739
845	0.1389313258
846	0.138846536
847	0.1387561992
848	0.1386211522
849	0.1385227959
850	0.1383375196
851	0.1382543906
852	0.1382142599
853	0.1381303965
854	0.1379069019
855	0.1377103794
856	0.1376147357
857	0.1374543665
858	0.1373725373
859	0.1371258754
860	0.1370813157
861	0.1369369209
862	0.1367261453
863	0.1366183185
864	0.1365318225
865	0.1362719196
866	0.1362169856
867	0.1361069002
868	0.1360539521
869	0.1358980402
870	0.1357642809
871	0.1355040007
872	0.1353665375
873	0.1352610915
874	0.1350641976
875	0.1348274302
876	0.1347851786
877	0.1346923678
878	0.1345636504
879	0.1343986981
880	0.1342872081
881	0.1341226194
882	0.1338205554
883	0.1336409932
884	0.1335178295
885	0.1333385962
886	0.1331092122
887	0.1330100047
888	0.1329091989
889	0.1328879989
890	0.1328394941
891	0.1326234704
892	0.132464344
893	0.1323289355
894	0.1322202516
895	0.132069468
896	0.1318672844
897	0.1317957017
898	0.1316130304
899	0.1315207553
900	0.131375676
901	0.1312696977
902	0.1312160821
903	0.1311106444
904	0.1309150239
905	0.1307991958
906	0.1307546449
907	0.1306210069
908	0.130452434
909	0.1302540035
910	0.1301800359
911	0.1301034665
912	0.1299557466
913	0.1298319288
914	0.1297106654
915	0.1296293746
916	0.1295116666
917	0.1294244422
918	0.1292016653
919	0.1290504941
920	0.1289541849
921	0.1288031076
922	0.1286083452
923	0.1285452037
924	0.1283384979
925	0.1281929606
926	0.1279476906
927	0.1277256332
928	0.1275856592
929	0.1274631598
930	0.1272533945
931	0.1271287264
932	0.1270125682
933	0.1269119698
934	0.126855168
935	0.1267518949
936	0.1266686855
937	0.1264527958
938	0.126335095
939	0.1262904191
940	0.1260975998
941	0.1259959461
942	0.1258177498
943	0.1256069331
944	0.125450391
945	0.1252711533
946	0.1251575381
947	0.1248895081
948	0.1247741833
949	0.1247191998
950	0.1245871704
951	0.1245163396
952	0.1242868076
953	0.1240604809
954	0.1238861697
955	0.1236894627
956	0.1236076037
957	0.1235286926
958	0.1234732539
959	0.1232819232
960	0.1231357155
961	0.1229213502
962	0.1228070149
963	0.122715936
964	0.1224492134
965	0.1223036947
966	0.1222062537
967	0.1220873368
968	0.1219253022
969	0.1218603505
970	0.1217664015
971	0.1216007202
972	0.1214269308
973	0.1213138918
974	0.1212425326
975	0.1211409109
976	0.1209485668
977	0.1208568201
978	0.1208144896
979	0.1207269298
980	0.1206153712
981	0.1204980251
982	0.1204291307
983	0.1202484792
984	0.1200957719
985	0.1199355689
986	0.1197481293
987	0.1196959621
988	0.119582232
989	0.1194841471
990	0.1193342617
991	0.119259769
992	0.119098217
993	0.1189283166
994	0.118825353
995	0.1186943592
996	0.1185029388
997	0.1184167591
998	0.1182575189
999	0.1180532567
